"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_758","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_760","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_761","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_76","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_763","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","",""
"OTU_764","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter","metagenome"
"OTU_765","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_767","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","","",""
"OTU_768","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"OTU_769","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",""
"OTU_770","Bacteria","Acidobacteria","Subgroup_18","","","",""
"OTU_771","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_77","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_772","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",""
"OTU_773","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",""
"OTU_774","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_775","Bacteria","Chloroflexi","Gitt-GS-136","","","",""
"OTU_776","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_777","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_7778","Bacteria","Acidobacteria","Subgroup_22","","","",""
"OTU_778","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncultured","",""
"OTU_7788","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","","",""
"OTU_779","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_780","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_78","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Gemmatimonadetes_bacterium"
"OTU_782","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","",""
"OTU_7827","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","",""
"OTU_783","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix",""
"OTU_784","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Cystobacter",""
"OTU_786","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",""
"OTU_7871","Bacteria","Cyanobacteria","Sericytochromatia","","","",""
"OTU_787","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_788","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"OTU_789","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_790","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",""
"OTU_791","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_79","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_793","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"OTU_794","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured",""
"OTU_796","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_798","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_799","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Tenggerimyces",""
"OTU_800","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catellatospora",""
"OTU_802","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41","Acidobacterium_sp._Ac_12_G8"
"OTU_80","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_8022","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured",""
"OTU_803","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_804","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_805","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_806","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium"
"OTU_807","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_808","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_809","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_811","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group",""
"OTU_81","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","uncultured",""
"OTU_812","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_813","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_814","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",""
"OTU_816","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_817","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_818","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_819","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_820","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_821","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catelliglobosispora",""
"OTU_82","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_824","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_825","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_826","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"OTU_827","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_828","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_829","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_830","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_83","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_8317","Bacteria","Armatimonadetes","uncultured","","","",""
"OTU_832","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_833","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_834","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_836","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_837","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",""
"OTU_838","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_839","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_841","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_84","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_842","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_843","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","",""
"OTU_844","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"OTU_846","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","","",""
"OTU_848","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_8","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella",""
"OTU_849","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Verrucomicrobiaceae_bacterium_SCGC_AG-212-N21"
"OTU_850","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_851","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_soil_bacterium"
"OTU_85","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured_bacterium"
"OTU_852","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","",""
"OTU_853","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_854","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_856","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_857","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_858","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_859","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_860","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces",""
"OTU_861","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","metagenome"
"OTU_863","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_8636","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_86","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_864","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_865","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_866","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",""
"OTU_867","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_868","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_869","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","",""
"OTU_870","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","uncultured_soil_bacterium"
"OTU_871","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_87","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"OTU_872","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured_bacterium"
"OTU_873","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_874","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_875","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured_microorganism"
"OTU_876","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_877","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_878","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_879","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_880","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Starkeya",""
"OTU_881","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_882","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_883","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"OTU_885","Bacteria","Planctomycetes","Planctomycetacia","uncultured","","",""
"OTU_886","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ramlibacter","uncultured_beta_proteobacterium"
"OTU_887","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_888","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_890","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_89","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_892","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_893","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_894","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",""
"OTU_895","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_896","Bacteria","Acidobacteria","Subgroup_25","","","",""
"OTU_8970","Bacteria","","","","","",""
"OTU_897","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_899","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","Candidatus_Xiphinematobacter_sp._Idaho_Grape"
"OTU_900","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",""
"OTU_901","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_soil_bacterium"
"OTU_90","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter","metagenome"
"OTU_902","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_903","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_904","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_905","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured",""
"OTU_906","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_907","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_908","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_910","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_911","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",""
"OTU_912","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_91","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_913","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",""
"OTU_915","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_916","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_917","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_918","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured_bacterium"
"OTU_919","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_920","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_921","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia",""
"OTU_922","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_923","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"OTU_924","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_925","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_926","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_927","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_928","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_929","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"OTU_92","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_930","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",""
"OTU_93","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_931","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_932","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_933","Bacteria","Chloroflexi","Anaerolineae","","","",""
"OTU_934","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","",""
"OTU_936","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_937","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_938","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_939","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",""
"OTU_94","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",""
"OTU_940","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_941","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_942","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_943","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",""
"OTU_944","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_946","Bacteria","","","","","",""
"OTU_947","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"OTU_949","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
